epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,10213.8,1.40573,1.38814,1.54049,0.70436,0.27142,0.29031,0.16887,1.36313,1.2259,1.5014,0.009406,0.009406,0.009406
14,10998.4,1.38604,1.33655,1.51502,0.73132,0.27547,0.30214,0.1769,1.34574,1.18974,1.48406,0.0093565,0.0093565,0.0093565
15,11775.9,1.37119,1.31873,1.50315,0.73702,0.27937,0.3058,0.17809,1.33492,1.17138,1.47626,0.009307,0.009307,0.009307
16,12549.9,1.36149,1.30093,1.49163,0.78566,0.27566,0.31396,0.18339,1.3134,1.16046,1.45549,0.0092575,0.0092575,0.0092575
17,13335.4,1.34663,1.28365,1.48052,0.66415,0.29035,0.3159,0.18529,1.30028,1.13234,1.45065,0.009208,0.009208,0.009208
18,14109,1.3369,1.26259,1.47124,0.78694,0.291,0.32654,0.19166,1.29253,1.1075,1.44028,0.0091585,0.0091585,0.0091585
19,14890.1,1.32258,1.2354,1.46052,0.65471,0.30484,0.33059,0.19534,1.27592,1.07986,1.42361,0.009109,0.009109,0.009109
20,738.302,1.3093,1.21361,1.45167,0.62578,0.31526,0.33354,0.19588,1.26116,1.07524,1.41485,0.0090595,0.0090595,0.0090595
21,1411.55,1.29774,1.19969,1.4392,0.69748,0.30085,0.33837,0.20029,1.25322,1.06285,1.40654,0.00901,0.00901,0.00901
22,2029.42,1.29111,1.19266,1.43682,0.57226,0.32718,0.34925,0.2087,1.24698,1.03572,1.39866,0.0089605,0.0089605,0.0089605
23,2676.36,1.28413,1.18084,1.42502,0.71718,0.31419,0.34495,0.20696,1.23619,1.0174,1.39379,0.008911,0.008911,0.008911
24,3320.91,1.2773,1.17051,1.42528,0.72436,0.31852,0.35088,0.20775,1.23448,1.02644,1.39042,0.0088615,0.0088615,0.0088615
25,3934.97,1.2612,1.13669,1.4081,0.5492,0.31736,0.3522,0.20799,1.22697,1.02509,1.38589,0.008812,0.008812,0.008812
26,4560.82,1.25695,1.13695,1.4044,0.54399,0.33552,0.3533,0.21014,1.22113,1.00367,1.37887,0.0087625,0.0087625,0.0087625
27,5172.7,1.24737,1.11714,1.39846,0.73809,0.31607,0.36509,0.21867,1.21344,0.98299,1.36497,0.008713,0.008713,0.008713
28,5806.07,1.24478,1.11632,1.3928,0.55534,0.34519,0.36502,0.21622,1.20765,0.9749,1.36686,0.0086635,0.0086635,0.0086635
29,6445.31,1.22457,1.08777,1.37664,0.63427,0.33518,0.37196,0.22327,1.19866,0.96182,1.35631,0.008614,0.008614,0.008614
30,7057.46,1.22091,1.08336,1.37377,0.63243,0.34466,0.37628,0.22611,1.19637,0.95504,1.35312,0.0085645,0.0085645,0.0085645
31,7678.76,1.21925,1.08014,1.37317,0.50666,0.35126,0.37634,0.22638,1.1852,0.95133,1.34707,0.008515,0.008515,0.008515
32,8292.75,1.21218,1.07021,1.36822,0.7778,0.32333,0.37536,0.22502,1.18671,0.93965,1.34459,0.0084655,0.0084655,0.0084655
33,8927.92,1.20127,1.04479,1.35613,0.68359,0.34381,0.38486,0.23201,1.17512,0.92568,1.33715,0.008416,0.008416,0.008416
34,9570.73,1.19963,1.04705,1.35468,0.58194,0.35509,0.3819,0.23211,1.17459,0.92426,1.33928,0.0083665,0.0083665,0.0083665
35,10188.7,1.19563,1.03509,1.34847,0.5818,0.35045,0.39434,0.23996,1.16225,0.90884,1.32695,0.008317,0.008317,0.008317
36,10820.2,1.19221,1.03306,1.34776,0.48406,0.37871,0.38288,0.23403,1.16041,0.91017,1.32021,0.0082675,0.0082675,0.0082675
37,11425.2,1.18819,1.02771,1.33882,0.56837,0.37021,0.40304,0.24302,1.16097,0.90098,1.32567,0.008218,0.008218,0.008218
38,12057.5,1.18215,1.01158,1.33872,0.45513,0.3999,0.40355,0.24241,1.15261,0.89288,1.31552,0.0081685,0.0081685,0.0081685
39,12683.9,1.18809,1.01755,1.33546,0.49977,0.39552,0.39711,0.2396,1.14659,0.89751,1.31209,0.008119,0.008119,0.008119
40,13293.8,1.17969,1.00977,1.33303,0.57483,0.38134,0.41148,0.24907,1.15031,0.8827,1.30988,0.0080695,0.0080695,0.0080695
41,13926.4,1.16978,0.99577,1.32479,0.66838,0.36198,0.40569,0.24494,1.14226,0.88086,1.30749,0.00802,0.00802,0.00802
42,14530.3,1.16965,0.99664,1.32385,0.52973,0.39867,0.41333,0.25023,1.14073,0.87327,1.30239,0.0079705,0.0079705,0.0079705
43,15162.9,1.17315,0.99719,1.3239,0.61973,0.39157,0.41737,0.25234,1.1387,0.86937,1.30159,0.007921,0.007921,0.007921
44,15799.2,1.16124,0.98461,1.31964,0.50653,0.39654,0.41504,0.25113,1.13477,0.86147,1.29384,0.0078715,0.0078715,0.0078715
45,16406.9,1.15604,0.97709,1.31074,0.46361,0.41841,0.41882,0.2527,1.13124,0.84994,1.29447,0.007822,0.007822,0.007822
46,17020.8,1.16247,0.97869,1.31485,0.52199,0.40963,0.42898,0.26012,1.12658,0.85427,1.28967,0.0077725,0.0077725,0.0077725
47,17636.5,1.15281,0.965,1.31075,0.5109,0.41318,0.41843,0.25553,1.12423,0.8441,1.28831,0.007723,0.007723,0.007723
48,18265.8,1.14492,0.95768,1.30357,0.46922,0.41965,0.42439,0.26094,1.11371,0.83181,1.28183,0.0076735,0.0076735,0.0076735
49,18906.5,1.13843,0.95076,1.29737,0.51047,0.40722,0.42898,0.26157,1.11681,0.83323,1.27938,0.007624,0.007624,0.007624
50,19514.4,1.13838,0.94663,1.29597,0.60998,0.3834,0.4248,0.26118,1.10923,0.83161,1.27727,0.0075745,0.0075745,0.0075745
51,20143.7,1.13922,0.9472,1.3007,0.52265,0.42654,0.43772,0.26529,1.10747,0.83211,1.27435,0.007525,0.007525,0.007525
52,20756.5,1.13623,0.94513,1.29501,0.53202,0.422,0.43937,0.26738,1.10321,0.82845,1.2677,0.0074755,0.0074755,0.0074755
53,21386.7,1.13149,0.92611,1.29067,0.59388,0.40453,0.43979,0.26791,1.10118,0.81916,1.26998,0.007426,0.007426,0.007426
54,22035.4,1.12812,0.92912,1.28977,0.55354,0.43694,0.45109,0.276,1.10017,0.80959,1.26659,0.0073765,0.0073765,0.0073765
55,22651.3,1.12704,0.92594,1.28691,0.53139,0.42161,0.44751,0.27221,1.09361,0.80967,1.26212,0.007327,0.007327,0.007327
56,23289,1.12423,0.91527,1.28442,0.5967,0.41148,0.45248,0.27581,1.09648,0.80308,1.2635,0.0072775,0.0072775,0.0072775
57,23901.6,1.11942,0.91828,1.28308,0.55779,0.4251,0.45228,0.27636,1.09117,0.79783,1.25852,0.007228,0.007228,0.007228
58,24531.7,1.11636,0.90651,1.2744,0.56295,0.43087,0.45217,0.27801,1.09213,0.79883,1.25877,0.0071785,0.0071785,0.0071785
59,25177.2,1.10667,0.89557,1.27393,0.48896,0.44943,0.45281,0.27822,1.08658,0.79025,1.25411,0.007129,0.007129,0.007129
60,25793.4,1.11014,0.90546,1.2736,0.56738,0.4331,0.45704,0.27752,1.08478,0.78607,1.25203,0.0070795,0.0070795,0.0070795
61,26430.5,1.10895,0.89993,1.27071,0.61694,0.42569,0.46475,0.28407,1.08369,0.78671,1.25359,0.00703,0.00703,0.00703
62,27044.8,1.1032,0.88948,1.26435,0.5497,0.4455,0.46655,0.28654,1.08011,0.78367,1.25054,0.0069805,0.0069805,0.0069805
63,27682.3,1.10465,0.88949,1.26743,0.56411,0.45028,0.46799,0.28571,1.07863,0.78,1.24856,0.006931,0.006931,0.006931
64,28326.8,1.10201,0.88711,1.26837,0.55306,0.46097,0.46618,0.28661,1.07931,0.77429,1.24762,0.0068815,0.0068815,0.0068815
65,835.416,1.08765,0.86725,1.25683,0.58299,0.46059,0.47754,0.29191,1.07671,0.76772,1.24612,0.006832,0.006832,0.006832
66,1667.53,1.08861,0.87424,1.25873,0.58327,0.46252,0.47628,0.29198,1.07008,0.76722,1.24129,0.0067825,0.0067825,0.0067825
67,2492.39,1.08989,0.87598,1.25951,0.58229,0.44823,0.47598,0.29149,1.07089,0.76794,1.24051,0.006733,0.006733,0.006733
68,3312.17,1.09032,0.87647,1.2564,0.56467,0.45533,0.47534,0.29241,1.06763,0.76283,1.23977,0.0066835,0.0066835,0.0066835
69,4129.51,1.08681,0.8728,1.25751,0.5746,0.44746,0.47989,0.29114,1.06883,0.76222,1.24058,0.006634,0.006634,0.006634
70,4965.71,1.08208,0.85392,1.24861,0.6177,0.43634,0.47342,0.2946,1.06855,0.75913,1.2385,0.0065845,0.0065845,0.0065845
71,5793.75,1.08083,0.86066,1.24956,0.55888,0.45545,0.47461,0.29227,1.06915,0.7583,1.23938,0.006535,0.006535,0.006535
72,6630.44,1.07393,0.85164,1.2464,0.56656,0.45582,0.4783,0.29561,1.068,0.75585,1.2364,0.0064855,0.0064855,0.0064855
73,7466.14,1.07605,0.85607,1.24566,0.62887,0.42999,0.47862,0.29442,1.06363,0.75276,1.2346,0.006436,0.006436,0.006436
74,8298.7,1.06589,0.83993,1.23799,0.56515,0.45868,0.47526,0.29537,1.06013,0.74709,1.23193,0.0063865,0.0063865,0.0063865
75,9106.31,1.06423,0.84342,1.23637,0.5626,0.46541,0.48087,0.29825,1.06112,0.74985,1.22995,0.006337,0.006337,0.006337
76,9936.88,1.06561,0.8443,1.23738,0.57901,0.45878,0.4764,0.29698,1.05554,0.74731,1.22746,0.0062875,0.0062875,0.0062875
77,10732.3,1.0626,0.83862,1.23761,0.60322,0.45637,0.48585,0.29885,1.05827,0.74228,1.2296,0.006238,0.006238,0.006238
78,11533.3,1.05599,0.82154,1.23071,0.59034,0.45237,0.48574,0.30275,1.05631,0.73959,1.22821,0.0061885,0.0061885,0.0061885
79,12356.4,1.0582,0.8275,1.23222,0.61449,0.4677,0.49234,0.30564,1.05249,0.73585,1.22722,0.006139,0.006139,0.006139
80,13184.3,1.05804,0.82209,1.22826,0.56412,0.47673,0.48758,0.30321,1.05006,0.73387,1.22355,0.0060895,0.0060895,0.0060895
81,13999.1,1.05584,0.82616,1.22881,0.61175,0.45287,0.48653,0.30374,1.04871,0.73237,1.22267,0.00604,0.00604,0.00604
82,14836.4,1.05369,0.82005,1.22276,0.59099,0.46402,0.49397,0.30915,1.04736,0.72896,1.22092,0.0059905,0.0059905,0.0059905
83,15684.3,1.05067,0.81435,1.22604,0.57298,0.46575,0.49519,0.31033,1.04646,0.727,1.21903,0.005941,0.005941,0.005941
84,16518.4,1.05574,0.8164,1.22427,0.58505,0.46836,0.49584,0.30867,1.04382,0.72624,1.21855,0.0058915,0.0058915,0.0058915
85,17348.9,1.04664,0.81129,1.22116,0.61403,0.47735,0.50365,0.31184,1.04588,0.72465,1.21836,0.005842,0.005842,0.005842
86,18149.2,1.04263,0.80561,1.21762,0.63719,0.46121,0.50181,0.31328,1.04506,0.72404,1.21874,0.0057925,0.0057925,0.0057925
87,18959.6,1.04234,0.80729,1.21849,0.65232,0.46744,0.50519,0.31586,1.04422,0.72133,1.21693,0.005743,0.005743,0.005743
88,19805.5,1.04824,0.80778,1.22175,0.64814,0.46274,0.50783,0.31577,1.04346,0.71865,1.21751,0.0056935,0.0056935,0.0056935
89,20637.8,1.03715,0.80001,1.21722,0.59803,0.47943,0.50265,0.31421,1.04216,0.71676,1.21595,0.005644,0.005644,0.005644
90,21461.8,1.03646,0.79728,1.21147,0.60807,0.4723,0.50668,0.31582,1.04062,0.71519,1.21406,0.0055945,0.0055945,0.0055945
91,22287.3,1.04281,0.80132,1.21587,0.6465,0.47681,0.51264,0.3176,1.04093,0.71546,1.21388,0.005545,0.005545,0.005545
92,23105.4,1.03217,0.78967,1.21029,0.6474,0.47238,0.51039,0.31624,1.04154,0.71664,1.21275,0.0054955,0.0054955,0.0054955
93,23937.1,1.0259,0.78454,1.20361,0.62381,0.47624,0.50048,0.31167,1.04002,0.71487,1.21198,0.005446,0.005446,0.005446
94,24770.9,1.02277,0.78078,1.2031,0.64403,0.47098,0.5095,0.31437,1.03972,0.71363,1.21083,0.0053965,0.0053965,0.0053965
95,25586.6,1.02399,0.77826,1.20316,0.6149,0.49074,0.50941,0.31482,1.04026,0.71164,1.21137,0.005347,0.005347,0.005347
96,26408.5,1.02667,0.77831,1.20683,0.60447,0.48889,0.5086,0.31677,1.03842,0.71086,1.21058,0.0052975,0.0052975,0.0052975
97,27228.5,1.02385,0.77964,1.20389,0.64397,0.46604,0.50533,0.31626,1.03593,0.70795,1.209,0.005248,0.005248,0.005248
98,28061.4,1.02087,0.76734,1.19912,0.61118,0.48288,0.5089,0.31835,1.03851,0.7086,1.21021,0.0051985,0.0051985,0.0051985
99,28905.3,1.01806,0.77188,1.19986,0.62848,0.47759,0.50786,0.31781,1.0359,0.70455,1.20904,0.005149,0.005149,0.005149
100,29749.3,1.01755,0.7688,1.19945,0.61029,0.47663,0.50702,0.31686,1.03489,0.70391,1.20892,0.0050995,0.0050995,0.0050995
101,30580.6,1.01549,0.7635,1.19708,0.60332,0.48026,0.50351,0.31546,1.03452,0.7028,1.20813,0.00505,0.00505,0.00505
102,31404.5,1.01399,0.76557,1.19854,0.63977,0.48256,0.50939,0.31803,1.03387,0.70177,1.20735,0.0050005,0.0050005,0.0050005
103,773.535,0.99532,0.74067,1.18547,0.63536,0.48375,0.5094,0.31902,1.03343,0.69951,1.2062,0.004951,0.004951,0.004951
104,1545.31,0.99943,0.75191,1.18895,0.64896,0.47725,0.51421,0.32179,1.0328,0.69776,1.20647,0.0049015,0.0049015,0.0049015
105,2312.78,1.00315,0.755,1.19227,0.64041,0.47662,0.51249,0.32159,1.03171,0.69872,1.20596,0.004852,0.004852,0.004852
106,3097.25,1.00508,0.75841,1.18925,0.61667,0.48205,0.51399,0.322,1.03048,0.69799,1.20505,0.0048025,0.0048025,0.0048025
107,3867.5,1.0015,0.756,1.18972,0.62788,0.4852,0.51619,0.32294,1.03017,0.69673,1.20467,0.004753,0.004753,0.004753
108,4636.7,0.9968,0.74216,1.18419,0.65465,0.47898,0.51675,0.32302,1.03064,0.69528,1.20535,0.0047035,0.0047035,0.0047035
109,5416.63,0.99456,0.74726,1.18335,0.63571,0.48325,0.51421,0.32273,1.03203,0.69428,1.20639,0.004654,0.004654,0.004654
110,6188.79,0.99028,0.73633,1.18175,0.62687,0.49203,0.51667,0.32266,1.0327,0.69341,1.20631,0.0046045,0.0046045,0.0046045
111,6971.39,0.99308,0.74322,1.18134,0.6216,0.48866,0.51463,0.32249,1.0323,0.69297,1.20566,0.004555,0.004555,0.004555
112,7737.23,0.98407,0.72905,1.17464,0.59065,0.49935,0.5153,0.32403,1.03242,0.69245,1.20568,0.0045055,0.0045055,0.0045055
113,8511.23,0.98319,0.73116,1.17419,0.5868,0.5093,0.51678,0.32402,1.03212,0.69219,1.20465,0.004456,0.004456,0.004456
114,9265.89,0.98325,0.73116,1.17477,0.58016,0.50757,0.51473,0.32477,1.031,0.69189,1.20408,0.0044065,0.0044065,0.0044065
115,9998.48,0.97873,0.72834,1.17538,0.60012,0.51281,0.51941,0.32475,1.03129,0.692,1.20422,0.004357,0.004357,0.004357
116,758.295,0.94031,0.68282,1.14996,0.59863,0.49642,0.51615,0.32406,1.03152,0.69043,1.20468,0.0043075,0.0043075,0.0043075
117,1441.56,0.94593,0.69366,1.15488,0.62114,0.49307,0.51801,0.32518,1.03131,0.68919,1.2051,0.004258,0.004258,0.004258
118,2119.21,0.95041,0.69835,1.1575,0.62797,0.49419,0.52206,0.32684,1.03069,0.68924,1.20467,0.0042085,0.0042085,0.0042085
119,2794.8,0.95464,0.70398,1.15707,0.62789,0.49652,0.51785,0.32642,1.02891,0.68812,1.20377,0.004159,0.004159,0.004159
120,3471.26,0.95123,0.70132,1.15744,0.6255,0.49787,0.51894,0.3259,1.02998,0.68786,1.20464,0.0041095,0.0041095,0.0041095
121,4140.47,0.95114,0.69166,1.15335,0.66419,0.48096,0.51921,0.32586,1.03109,0.68651,1.20578,0.00406,0.00406,0.00406
122,4816.62,0.95028,0.69807,1.15438,0.65905,0.48481,0.51909,0.32674,1.0325,0.68579,1.20684,0.0040105,0.0040105,0.0040105
123,5490.47,0.94958,0.6921,1.15539,0.63398,0.494,0.52165,0.32752,1.03331,0.68559,1.20752,0.003961,0.003961,0.003961
124,6182.76,0.95476,0.69744,1.15609,0.64715,0.49175,0.52443,0.32888,1.03412,0.68495,1.20815,0.0039115,0.0039115,0.0039115
125,6857.67,0.95053,0.69041,1.15238,0.63195,0.49546,0.52373,0.32903,1.03442,0.68537,1.20832,0.003862,0.003862,0.003862
126,7530.62,0.95401,0.69828,1.15499,0.63672,0.49322,0.52346,0.32866,1.03417,0.68453,1.20802,0.0038125,0.0038125,0.0038125
127,8203.37,0.96033,0.70178,1.15805,0.64112,0.49356,0.52297,0.32793,1.0342,0.68445,1.20785,0.003763,0.003763,0.003763
128,8877.61,0.96017,0.70323,1.16215,0.64166,0.49101,0.52246,0.32773,1.03444,0.68475,1.20786,0.0037135,0.0037135,0.0037135
129,9557.23,0.96521,0.69652,1.16151,0.65089,0.48825,0.52582,0.32734,1.0339,0.68504,1.20762,0.003664,0.003664,0.003664
130,10235.1,0.96639,0.70386,1.16227,0.6463,0.49333,0.52489,0.32741,1.03331,0.68456,1.20711,0.0036145,0.0036145,0.0036145
131,10903.8,0.96517,0.69853,1.15845,0.64258,0.49464,0.52638,0.32855,1.03232,0.68386,1.20621,0.003565,0.003565,0.003565
132,11573.8,0.96442,0.69967,1.16084,0.64392,0.49822,0.52741,0.32919,1.03103,0.68237,1.2049,0.0035155,0.0035155,0.0035155
133,12247.3,0.96031,0.69605,1.15434,0.64194,0.49614,0.52675,0.32948,1.03074,0.68211,1.20434,0.003466,0.003466,0.003466
134,12920.8,0.95972,0.69331,1.15809,0.6337,0.50335,0.52688,0.32981,1.03005,0.68184,1.20345,0.0034165,0.0034165,0.0034165
135,13597.9,0.96166,0.69412,1.154,0.63887,0.5023,0.52703,0.32973,1.02919,0.68129,1.20288,0.003367,0.003367,0.003367
136,14277.4,0.95632,0.69047,1.15292,0.64023,0.50554,0.52674,0.33,1.02883,0.68088,1.20208,0.0033175,0.0033175,0.0033175
137,14950.7,0.95032,0.68455,1.1484,0.64052,0.50453,0.52694,0.3307,1.02835,0.68005,1.20158,0.003268,0.003268,0.003268
138,15631.7,0.9512,0.68688,1.15109,0.63721,0.50404,0.527,0.33082,1.02799,0.67924,1.20109,0.0032185,0.0032185,0.0032185
139,16305.7,0.95636,0.68668,1.15286,0.63832,0.49741,0.52699,0.33114,1.0275,0.67877,1.20044,0.003169,0.003169,0.003169
140,16975.7,0.94613,0.68088,1.14862,0.63497,0.49921,0.52759,0.33091,1.02733,0.67768,1.19999,0.0031195,0.0031195,0.0031195
141,17653.8,0.9445,0.67804,1.14487,0.63273,0.50282,0.52903,0.33145,1.02717,0.67748,1.19971,0.00307,0.00307,0.00307
142,18321.8,0.95127,0.68261,1.1483,0.65036,0.49438,0.52971,0.33223,1.02695,0.67687,1.19958,0.0030205,0.0030205,0.0030205
143,18993.2,0.93982,0.67393,1.14404,0.65006,0.49393,0.53019,0.33185,1.02719,0.67696,1.19944,0.002971,0.002971,0.002971
144,19661.8,0.93518,0.66799,1.13832,0.63853,0.50326,0.53083,0.33214,1.02749,0.67711,1.19962,0.0029215,0.0029215,0.0029215
145,20329.5,0.93325,0.66694,1.13796,0.63355,0.50599,0.53202,0.3327,1.0274,0.6773,1.19962,0.002872,0.002872,0.002872
146,21004.2,0.9336,0.66353,1.13794,0.63938,0.5057,0.5321,0.33241,1.02748,0.67668,1.19969,0.0028225,0.0028225,0.0028225
147,21675.1,0.93505,0.66396,1.14163,0.63959,0.50507,0.53148,0.3318,1.02757,0.67647,1.19987,0.002773,0.002773,0.002773
148,22352.8,0.93521,0.66758,1.13938,0.63894,0.50499,0.53157,0.33235,1.02753,0.67575,1.1998,0.0027235,0.0027235,0.0027235
149,23026.4,0.93209,0.65779,1.13578,0.63136,0.50699,0.53071,0.33188,1.02798,0.67529,1.2,0.002674,0.002674,0.002674
150,23696.7,0.92956,0.66078,1.13493,0.63109,0.50863,0.53116,0.33182,1.02779,0.67474,1.19997,0.0026245,0.0026245,0.0026245
151,24361.7,0.93271,0.66059,1.13637,0.63137,0.5078,0.53145,0.33202,1.02763,0.67463,1.19978,0.002575,0.002575,0.002575
152,25023.1,0.9316,0.65787,1.13561,0.63398,0.50535,0.53062,0.33135,1.02758,0.67445,1.19964,0.0025255,0.0025255,0.0025255
153,25695.5,0.93423,0.6649,1.13907,0.63295,0.50853,0.5317,0.33187,1.02774,0.67429,1.19943,0.002476,0.002476,0.002476
154,26368.3,0.93317,0.65906,1.13346,0.63102,0.5102,0.5323,0.33241,1.02765,0.67408,1.19939,0.0024265,0.0024265,0.0024265
155,27042.9,0.92782,0.65358,1.13544,0.62766,0.50705,0.53017,0.3327,1.02764,0.67364,1.1994,0.002377,0.002377,0.002377
156,27713.6,0.93086,0.66066,1.13471,0.62722,0.50983,0.52957,0.33237,1.0277,0.67383,1.19949,0.0023275,0.0023275,0.0023275
157,28387.1,0.92841,0.65734,1.13174,0.62585,0.51015,0.52994,0.33263,1.02789,0.6738,1.1997,0.002278,0.002278,0.002278
158,29065.6,0.92868,0.65289,1.12952,0.62478,0.51125,0.53047,0.33312,1.02779,0.67388,1.19953,0.0022285,0.0022285,0.0022285
159,29734.7,0.92886,0.65463,1.13205,0.62554,0.51205,0.53087,0.33396,1.02756,0.67354,1.19943,0.002179,0.002179,0.002179
160,30403.4,0.92581,0.65544,1.13317,0.62577,0.51207,0.53098,0.33439,1.02732,0.67339,1.19924,0.0021295,0.0021295,0.0021295
161,31071.4,0.92967,0.65721,1.13362,0.62468,0.51413,0.53168,0.33463,1.02747,0.67338,1.19931,0.00208,0.00208,0.00208
162,31743.5,0.92514,0.64932,1.13071,0.62508,0.51407,0.5312,0.33487,1.02726,0.67329,1.19902,0.0020305,0.0020305,0.0020305
163,32413,0.92416,0.65205,1.12917,0.62428,0.51341,0.53169,0.33546,1.02713,0.67323,1.19901,0.001981,0.001981,0.001981
164,33085.7,0.92008,0.64293,1.12544,0.62479,0.51558,0.53219,0.33558,1.02727,0.673,1.19906,0.0019315,0.0019315,0.0019315
165,33761,0.91449,0.64192,1.12472,0.62605,0.51534,0.53215,0.33558,1.02735,0.67273,1.19901,0.001882,0.001882,0.001882
166,34432.5,0.92115,0.64164,1.12538,0.62535,0.51507,0.53175,0.33535,1.02735,0.67264,1.19906,0.0018325,0.0018325,0.0018325
167,35107.4,0.91844,0.64237,1.12059,0.6252,0.51522,0.53193,0.33545,1.02744,0.67231,1.19908,0.001783,0.001783,0.001783
168,35782.1,0.91265,0.63746,1.12135,0.62309,0.51542,0.53137,0.33508,1.02727,0.67202,1.19889,0.0017335,0.0017335,0.0017335
169,36455.4,0.91369,0.63852,1.12333,0.62254,0.51536,0.53252,0.33598,1.02702,0.67166,1.19865,0.001684,0.001684,0.001684
170,37131.5,0.91217,0.63427,1.12025,0.62227,0.51481,0.53307,0.33632,1.02696,0.6713,1.19858,0.0016345,0.0016345,0.0016345
171,37815,0.90689,0.62783,1.11854,0.62256,0.51623,0.53271,0.33621,1.02692,0.67103,1.19852,0.001585,0.001585,0.001585
172,38491,0.90804,0.63429,1.11571,0.62453,0.51623,0.53341,0.33668,1.02693,0.67102,1.19851,0.0015355,0.0015355,0.0015355
173,39170.9,0.90558,0.63061,1.11656,0.62313,0.51581,0.53338,0.33653,1.02674,0.67106,1.19848,0.001486,0.001486,0.001486
174,39845.2,0.90432,0.62875,1.11549,0.62222,0.51588,0.53334,0.33674,1.02689,0.67074,1.19857,0.0014365,0.0014365,0.0014365
175,40517.1,0.90025,0.6242,1.11302,0.62481,0.51331,0.53321,0.3367,1.02697,0.67068,1.19863,0.001387,0.001387,0.001387
